67.28,28,Mr,00_09_46
71.04,28,Mr,00_24_47
63.3,28,Mr,00_39_49
72.38,28,Mr,00_54_50
69.41,28,Mr,01_09_51
68.33,28,Mr,01_24_52
68.24,28,Mr,01_39_53
61.47,28,Mr,01_54_54
64.4,28,Mr,02_09_56
60.22,28,Mr,02_24_57
64.34,28,Mr,02_39_58
65.02,28,Mr,02_54_59
63.13,28,Mr,03_10_01
63.27,28,Mr,03_25_02
62.1,28,Mr,03_40_03
66.44,28,Mr,03_55_04
56.39,28,Mr,04_10_05
58.21,28,Mr,04_25_06
54.4,28,Mr,04_40_07
56.37,28,Mr,04_55_08
54.31,28,Mr,05_10_10
55.57,28,Mr,05_25_11
53.39,28,Mr,05_40_11
53.29,28,Mr,05_55_13
57.16,28,Mr,06_10_14
57.56,28,Mr,06_25_15
57.11,28,Mr,06_40_16
55.56,28,Mr,06_55_17
54.52,28,Mr,07_10_18
59.2,28,Mr,07_25_19
53.02,28,Mr,07_40_20
58.45,28,Mr,07_55_21
54.02,28,Mr,08_10_23
56.08,28,Mr,08_25_24
54.46,28,Mr,08_40_25
53.12,28,Mr,08_55_26
53.48,28,Mr,09_10_27
55.55,28,Mr,09_25_28
55.57,28,Mr,09_40_29
53.17,28,Mr,09_55_30
53.41,28,Mr,10_10_31
53.31,28,Mr,10_25_32
52.47,28,Mr,10_40_34
53.01,28,Mr,10_55_35
54.0,28,Mr,11_10_36
57.22,28,Mr,11_25_37
54.33,28,Mr,11_40_38
54.13,28,Mr,11_55_39
52.12,28,Mr,12_10_40
55.47,28,Mr,12_25_41
58.26,28,Mr,12_40_42
55.56,28,Mr,12_55_43
51.1,28,Mr,13_10_44
52.21,28,Mr,13_25_46
51.23,28,Mr,13_40_47
53.11,28,Mr,13_55_48
57.5,28,Mr,14_10_49
57.28,28,Mr,14_25_50
63.55,28,Mr,14_40_51
65.4,28,Mr,14_55_52
60.32,28,Mr,15_10_53
61.08,28,Mr,15_25_54
65.02,28,Mr,15_40_55
58.03,28,Mr,15_55_56
65.54,28,Mr,16_10_58
54.44,28,Mr,16_25_59
57.08,28,Mr,16_41_00
55.53,28,Mr,16_56_01
57.02,28,Mr,17_11_02
54.2,28,Mr,17_26_03
54.56,28,Mr,17_41_05
60.29,28,Mr,17_56_06
67.47,28,Mr,18_11_07
63.52,28,Mr,18_26_08
64.46,28,Mr,18_41_09
68.2,28,Mr,18_56_10
57.51,28,Mr,19_11_12
62.03,28,Mr,19_26_13
54.01,28,Mr,19_41_14
62.06,28,Mr,19_56_15
57.55,28,Mr,20_11_17
63.4,28,Mr,20_26_18
57.58,28,Mr,20_41_20
57.44,28,Mr,20_56_22
63.02,28,Mr,21_11_23
57.17,28,Mr,21_26_24
56.47,28,Mr,21_41_25
57.59,28,Mr,21_56_26
62.03,28,Mr,22_11_28
63.41,28,Mr,22_26_29
57.13,28,Mr,22_41_30
61.54,28,Mr,22_56_31
69.04,28,Mr,23_11_33
67.04,28,Mr,23_26_34
67.16,28,Mr,23_41_35
61.02,28,Mr,23_56_36
74.26,29,Mr,00_11_37
67.3,29,Mr,00_26_38
82.44,29,Mr,00_41_39
71.36,29,Mr,00_56_40
65.36,29,Mr,01_11_42
63.26,29,Mr,01_26_43
61.02,29,Mr,01_41_44
64.19,29,Mr,01_56_45
64.41,29,Mr,02_11_46
66.11,29,Mr,02_26_47
56.26,29,Mr,02_41_49
69.0,29,Mr,02_56_50
65.34,29,Mr,03_11_52
62.51,29,Mr,03_26_53
63.43,29,Mr,03_41_54
65.04,29,Mr,03_56_55
54.56,29,Mr,04_11_56
53.18,29,Mr,04_26_57
51.28,29,Mr,04_41_58
53.13,29,Mr,04_56_59
55.27,29,Mr,05_12_01
57.15,29,Mr,05_27_03
56.1,29,Mr,05_42_05
54.23,29,Mr,05_57_06
53.48,29,Mr,06_12_08
54.23,29,Mr,06_27_09
55.51,29,Mr,06_42_10
61.24,29,Mr,06_57_11
51.51,29,Mr,07_12_13
56.4,29,Mr,07_27_14
54.09,29,Mr,07_42_15
53.5,29,Mr,07_57_16
55.41,29,Mr,08_12_17
56.52,29,Mr,08_27_19
52.0,29,Mr,08_42_20
52.1,29,Mr,08_57_21
56.36,29,Mr,09_12_22
56.41,29,Mr,09_27_23
52.35,29,Mr,09_42_24
51.02,29,Mr,09_57_25
51.1,29,Mr,10_12_26
51.01,29,Mr,10_27_27
50.57,29,Mr,10_42_28
50.58,29,Mr,10_57_29
50.58,29,Mr,11_12_31
51.01,29,Mr,11_27_32
51.13,29,Mr,11_42_33
52.11,29,Mr,11_57_34
54.03,29,Mr,12_12_35
54.37,29,Mr,12_27_36
54.41,29,Mr,12_42_37
52.2,29,Mr,12_57_38
60.17,29,Mr,13_12_40
52.41,29,Mr,13_27_41
53.13,29,Mr,13_42_42
54.31,29,Mr,13_57_43
56.0,29,Mr,14_12_45
58.31,29,Mr,14_27_46
59.57,29,Mr,14_42_47
63.59,29,Mr,14_57_48
58.58,29,Mr,15_12_49
62.46,29,Mr,15_27_50
62.59,29,Mr,15_42_51
59.26,29,Mr,15_57_52
63.43,29,Mr,16_12_54
62.46,29,Mr,16_27_55
59.33,29,Mr,16_42_56
58.58,29,Mr,16_57_57
56.28,29,Mr,17_12_59
57.1,29,Mr,17_28_00
61.31,29,Mr,17_43_01
61.22,29,Mr,17_58_02
55.22,29,Mr,18_13_03
57.18,29,Mr,18_28_04
57.16,29,Mr,18_43_05
58.19,29,Mr,18_58_06
58.1,29,Mr,19_13_08
54.36,29,Mr,19_28_09
55.53,29,Mr,19_43_10
56.2,29,Mr,19_58_12
52.3,29,Mr,20_13_13
57.46,29,Mr,20_28_14
56.58,29,Mr,20_43_16
59.04,29,Mr,20_58_17
55.1,29,Mr,21_13_19
55.05,29,Mr,21_28_20
56.34,29,Mr,21_43_21
59.23,29,Mr,21_58_22
57.44,29,Mr,22_13_24
60.07,29,Mr,22_28_25
59.39,29,Mr,22_43_27
60.13,29,Mr,22_58_28
68.5,29,Mr,23_13_29
64.37,29,Mr,23_28_31
69.52,29,Mr,23_43_32
73.33,29,Mr,23_58_33
70.37,30,Mr,00_13_34
74.54,30,Mr,00_28_35
71.23,30,Mr,00_43_37
63.17,30,Mr,00_58_38
66.04,30,Mr,01_13_39
69.24,30,Mr,01_28_40
75.5,30,Mr,01_43_41
72.41,30,Mr,01_58_42
72.59,30,Mr,02_13_44
60.23,30,Mr,02_28_45
65.16,30,Mr,02_43_46
66.47,30,Mr,02_58_47
60.34,30,Mr,03_13_48
68.04,30,Mr,03_28_49
61.27,30,Mr,03_43_50
62.55,30,Mr,03_58_51
59.55,30,Mr,04_13_52
58.46,30,Mr,04_28_54
58.01,30,Mr,04_43_55
56.39,30,Mr,04_58_56
52.37,30,Mr,05_13_58
57.44,30,Mr,05_28_59
57.09,30,Mr,05_44_00
56.31,30,Mr,05_59_02
57.3,30,Mr,06_14_04
53.52,30,Mr,06_29_05
53.11,30,Mr,06_44_06
53.52,30,Mr,06_59_07
61.15,30,Mr,07_14_08
59.26,30,Mr,07_29_09
63.59,30,Mr,07_44_10
62.04,30,Mr,07_59_12
60.01,30,Mr,08_14_13
61.34,30,Mr,08_29_14
60.41,30,Mr,08_44_16
60.14,30,Mr,08_59_17
59.08,30,Mr,09_14_19
59.2,30,Mr,09_29_20
58.57,30,Mr,09_44_21
58.56,30,Mr,09_59_22
53.46,30,Mr,10_14_23
52.55,30,Mr,10_29_24
52.46,30,Mr,10_44_26
53.15,30,Mr,10_59_27
54.17,30,Mr,12_44_35
52.35,30,Mr,12_59_36
52.07,30,Mr,13_14_37
53.52,30,Mr,13_29_38
54.49,30,Mr,13_44_39
59.05,30,Mr,13_59_40
60.28,30,Mr,14_14_42
59.05,30,Mr,14_29_43
65.43,30,Mr,14_57_58
65.4,30,Mr,14_59_33
64.2,30,Mr,15_14_33
66.15,30,Mr,15_29_35
67.13,30,Mr,15_44_35
67.01,30,Mr,15_59_36
57.23,30,Mr,16_14_38
63.1,30,Mr,16_29_39
59.31,30,Mr,16_44_40
61.23,30,Mr,16_59_41
57.18,30,Mr,17_14_42
55.22,30,Mr,17_29_43
64.08,30,Mr,17_44_44
63.4,30,Mr,17_59_45
63.55,30,Mr,18_14_46
56.32,30,Mr,18_29_47
59.2,30,Mr,18_44_48
59.15,30,Mr,18_59_49
62.57,30,Mr,19_14_50
64.57,30,Mr,19_29_51
60.34,30,Mr,19_44_52
66.33,30,Mr,19_59_53
56.5,30,Mr,20_14_54
57.16,30,Mr,20_29_55
58.46,30,Mr,20_44_57
62.04,30,Mr,20_59_59
64.49,30,Mr,21_15_00
60.14,30,Mr,21_30_01
61.14,30,Mr,21_45_02
62.49,30,Mr,22_00_03
60.58,30,Mr,22_15_05
59.14,30,Mr,22_30_06
59.16,30,Mr,22_45_08
62.56,30,Mr,23_00_09
66.35,30,Mr,23_15_10
65.11,30,Mr,23_30_11
71.22,30,Mr,23_45_12
79.09,31,Mr,00_00_14
64.5,31,Mr,00_15_15
61.46,31,Mr,00_30_17
66.08,31,Mr,00_45_19
68.33,31,Mr,01_00_20
74.55,31,Mr,01_15_21
64.43,31,Mr,01_30_23
63.51,31,Mr,01_45_24
59.29,31,Mr,02_00_25
66.5,31,Mr,02_15_27
66.39,31,Mr,02_30_28
69.38,31,Mr,02_45_30
68.35,31,Mr,03_00_31
65.22,31,Mr,03_15_32
65.13,31,Mr,03_30_33
64.52,31,Mr,03_45_35
60.38,31,Mr,04_00_36
58.32,31,Mr,04_15_37
56.17,31,Mr,04_30_38
58.5,31,Mr,04_45_39
56.01,31,Mr,05_00_41
56.33,31,Mr,05_15_43
54.09,31,Mr,05_30_44
54.37,31,Mr,05_45_45
56.46,31,Mr,06_00_46
56.39,31,Mr,06_15_47
63.07,31,Mr,06_30_48
56.02,31,Mr,06_45_49
61.43,31,Mr,07_00_50
56.24,31,Mr,07_15_52
55.34,31,Mr,07_30_53
55.02,31,Mr,07_45_54
55.43,31,Mr,08_00_55
57.32,31,Mr,08_15_56
55.06,31,Mr,08_30_57
54.47,31,Mr,08_45_58
59.17,31,Mr,09_00_59
59.13,31,Mr,09_16_00
54.55,31,Mr,09_31_01
60.13,31,Mr,09_46_03
55.34,31,Mr,10_01_04
56.29,31,Mr,10_16_05
56.11,31,Mr,10_31_06
56.11,31,Mr,10_46_07
56.35,31,Mr,11_01_08
56.52,31,Mr,11_16_09
57.1,31,Mr,12_46_16
55.41,31,Mr,13_01_17
51.46,31,Mr,13_16_18
54.47,31,Mr,13_31_19
53.19,31,Mr,13_46_20
57.3,31,Mr,14_01_21
57.49,31,Mr,14_16_22
62.47,31,Mr,14_31_23
61.08,31,Mr,14_46_24
63.08,31,Mr,15_01_25
65.58,31,Mr,15_16_26
62.18,31,Mr,15_31_27
60.24,31,Mr,15_46_28
67.35,31,Mr,16_01_29
65.37,31,Mr,16_16_30
62.13,31,Mr,16_31_31
57.08,31,Mr,16_46_32
62.06,31,Mr,17_01_33
56.32,31,Mr,17_16_34
62.2,31,Mr,17_31_35
54.23,31,Mr,17_46_36
54.26,31,Mr,18_01_37
64.36,31,Mr,18_16_38
66.23,31,Mr,18_31_39
57.34,31,Mr,18_46_41
60.1,31,Mr,19_01_42
61.19,31,Mr,19_16_43
61.07,31,Mr,19_31_44
57.5,31,Mr,19_46_45
63.44,31,Mr,20_01_46
63.55,31,Mr,20_16_47
58.0,31,Mr,20_31_48
56.17,31,Mr,20_46_50
60.07,31,Mr,21_01_51
58.55,31,Mr,21_16_52
58.0,31,Mr,21_31_54
62.3,31,Mr,21_46_55
61.53,31,Mr,22_01_56
61.38,31,Mr,22_16_57
63.1,31,Mr,22_31_58
59.43,31,Mr,22_46_59
72.22,31,Mr,23_02_00
67.31,31,Mr,23_17_01
63.34,31,Mr,23_32_02
71.04,31,Mr,23_47_03
72.52,1,Apr,00_02_04
68.47,1,Apr,00_17_06
64.48,1,Apr,00_32_07
77.46,1,Apr,00_47_08
70.14,1,Apr,01_02_09
64.31,1,Apr,01_17_11
67.37,1,Apr,01_32_12
63.01,1,Apr,01_47_13
60.13,1,Apr,02_02_15
67.1,1,Apr,02_17_16
64.47,1,Apr,02_32_17
67.36,1,Apr,02_47_18
62.22,1,Apr,03_02_20
63.01,1,Apr,03_17_21
67.44,1,Apr,03_32_22
61.02,1,Apr,03_47_24
55.26,1,Apr,04_02_25
59.06,1,Apr,04_17_26
56.0,1,Apr,04_32_27
55.02,1,Apr,04_47_28
56.28,1,Apr,05_02_29
57.29,1,Apr,05_17_31
53.58,1,Apr,05_32_31
52.07,1,Apr,05_47_32
62.18,1,Apr,06_02_33
61.24,1,Apr,06_17_34
64.3,1,Apr,06_32_35
52.46,1,Apr,06_47_36
58.19,1,Apr,07_02_37
54.28,1,Apr,07_17_38
53.26,1,Apr,07_32_39
56.51,1,Apr,07_47_40
52.11,1,Apr,08_02_41
53.39,1,Apr,08_17_42
51.28,1,Apr,08_32_43
53.11,1,Apr,08_47_44
52.13,1,Apr,09_02_46
49.35,1,Apr,09_17_47
50.32,1,Apr,09_32_48
53.42,1,Apr,09_47_49
50.53,1,Apr,10_02_50
50.32,1,Apr,10_17_51
51.5,1,Apr,10_32_52
59.16,1,Apr,10_47_53
51.37,1,Apr,11_02_54
51.14,1,Apr,11_17_55
53.11,1,Apr,11_47_57
55.08,1,Apr,12_02_58
55.04,1,Apr,12_17_59
51.32,1,Apr,12_32_59
54.55,1,Apr,12_48_00
54.4,1,Apr,13_03_01
51.07,1,Apr,13_18_03
59.08,1,Apr,13_33_04
53.59,1,Apr,13_48_05
53.44,1,Apr,14_03_06
57.0,1,Apr,14_18_07
58.41,1,Apr,14_33_08
56.55,1,Apr,14_48_09
50.41,1,Apr,15_03_10
57.25,1,Apr,15_18_11
52.58,1,Apr,15_33_12
56.05,1,Apr,15_48_13
60.18,1,Apr,16_03_14
57.12,1,Apr,16_18_15
60.28,1,Apr,16_33_16
59.23,1,Apr,16_48_17
53.22,1,Apr,17_03_18
57.57,1,Apr,17_18_19
62.19,1,Apr,17_33_20
56.24,1,Apr,17_48_21
55.02,1,Apr,18_03_22
62.4,1,Apr,18_18_23
70.49,1,Apr,18_33_24
57.32,1,Apr,18_48_25
61.11,1,Apr,19_03_26
59.5,1,Apr,19_18_27
57.07,1,Apr,19_33_28
60.37,1,Apr,19_48_29
61.11,1,Apr,20_03_30
65.38,1,Apr,20_18_31
61.32,1,Apr,20_33_32
62.19,1,Apr,20_48_34
60.26,1,Apr,21_03_35
58.4,1,Apr,21_18_36
58.31,1,Apr,21_33_37
64.42,1,Apr,21_48_38
63.03,1,Apr,22_03_39
60.07,1,Apr,22_18_40
62.51,1,Apr,22_33_41
59.16,1,Apr,22_48_42
69.43,1,Apr,23_03_43
61.38,1,Apr,23_18_44
60.22,1,Apr,23_33_45
59.43,1,Apr,23_48_46
58.27,2,Apr,00_03_47
66.22,2,Apr,00_18_49
74.09,2,Apr,00_33_50
67.06,2,Apr,00_48_51
57.26,2,Apr,01_03_52
63.11,2,Apr,01_18_53
57.11,2,Apr,01_33_54
60.53,2,Apr,01_48_55
62.2,2,Apr,02_03_56
64.32,2,Apr,02_18_57
63.53,2,Apr,02_33_58
65.31,2,Apr,02_48_59
69.37,2,Apr,03_04_00
55.49,2,Apr,03_19_01
63.41,2,Apr,03_34_03
61.19,2,Apr,03_49_04
56.44,2,Apr,04_04_05
54.16,2,Apr,04_19_06
58.14,2,Apr,04_34_07
57.16,2,Apr,04_49_08
63.14,2,Apr,05_04_10
57.37,2,Apr,05_19_11
54.08,2,Apr,05_34_12
56.37,2,Apr,05_49_14
55.33,2,Apr,06_04_15
60.45,2,Apr,06_19_16
58.06,2,Apr,06_34_18
54.05,2,Apr,06_49_19
62.29,2,Apr,07_04_20
54.04,2,Apr,07_19_21
61.21,2,Apr,07_34_22
61.22,2,Apr,07_49_23
54.14,2,Apr,08_04_24
56.28,2,Apr,08_19_25
52.06,2,Apr,08_34_26
51.36,2,Apr,08_49_27
55.32,2,Apr,09_04_28
52.21,2,Apr,09_19_29
54.53,2,Apr,09_34_31
54.0,2,Apr,09_49_33
53.36,2,Apr,10_04_34
50.57,2,Apr,10_19_35
55.28,2,Apr,10_34_37
52.5,2,Apr,10_49_37
50.2,2,Apr,11_04_39
56.25,2,Apr,11_19_40
49.13,2,Apr,11_34_41
48.56,2,Apr,11_49_42
49.56,2,Apr,12_04_43
50.55,2,Apr,12_19_44
49.11,2,Apr,12_34_45
50.17,2,Apr,12_49_46
50.13,2,Apr,13_04_47
52.23,2,Apr,13_19_48
50.39,2,Apr,13_34_50
49.53,2,Apr,13_49_51
55.47,2,Apr,14_04_52
58.07,2,Apr,14_19_53
53.44,2,Apr,14_34_55
53.04,2,Apr,14_49_56
51.11,2,Apr,15_04_57
53.41,2,Apr,15_19_58
57.06,2,Apr,15_34_59
49.1,2,Apr,15_50_00
50.18,2,Apr,16_05_01
50.43,2,Apr,16_20_02
59.46,2,Apr,16_35_04
58.52,2,Apr,16_50_05
60.43,2,Apr,17_05_05
58.59,2,Apr,17_20_06
65.1,2,Apr,17_35_08
63.13,2,Apr,17_50_09
55.34,2,Apr,18_05_10
57.43,2,Apr,18_20_11
56.09,2,Apr,18_35_12
51.58,2,Apr,18_50_13
55.08,2,Apr,19_05_14
54.44,2,Apr,19_20_15
54.42,2,Apr,19_35_17
61.54,2,Apr,19_50_17
60.09,2,Apr,20_05_18
55.51,2,Apr,20_20_19
54.44,2,Apr,20_35_21
59.59,2,Apr,20_50_22
61.52,2,Apr,21_05_23
60.04,2,Apr,21_20_24
51.5,2,Apr,21_35_26
58.12,2,Apr,21_50_27
56.23,2,Apr,22_05_28
55.31,2,Apr,22_20_29
56.55,2,Apr,22_35_30
55.44,2,Apr,22_50_31
61.34,2,Apr,23_05_32
54.37,2,Apr,23_20_33
58.44,2,Apr,23_35_35
60.56,2,Apr,23_50_36
65.05,3,Apr,00_05_37
64.56,3,Apr,00_20_38
73.26,3,Apr,00_35_39
57.15,3,Apr,00_50_41
61.59,3,Apr,01_05_42
63.52,3,Apr,01_20_42
62.1,3,Apr,01_35_44
61.08,3,Apr,01_50_45
62.2,3,Apr,02_05_46
55.2,3,Apr,02_20_47
63.07,3,Apr,02_35_48
66.55,3,Apr,02_50_49
60.09,3,Apr,03_05_50
53.5,3,Apr,03_20_51
63.17,3,Apr,03_35_52
57.4,3,Apr,03_50_53
53.13,3,Apr,04_05_54
53.58,3,Apr,04_20_56
52.02,3,Apr,04_35_57
55.29,3,Apr,04_50_58
56.03,3,Apr,05_05_59
52.49,3,Apr,05_21_01
53.06,3,Apr,05_36_02
61.32,3,Apr,05_51_04
61.14,3,Apr,06_06_06
52.14,3,Apr,06_21_07
56.41,3,Apr,06_36_08
61.35,3,Apr,06_51_09
54.19,3,Apr,07_06_10
53.05,3,Apr,07_21_11
55.39,3,Apr,07_36_12
55.1,3,Apr,07_51_13
51.53,3,Apr,08_06_14
51.55,3,Apr,08_21_15
51.14,3,Apr,08_36_17
49.57,3,Apr,08_51_18
50.57,3,Apr,09_06_19
52.31,3,Apr,09_21_20
52.36,3,Apr,09_36_21
50.41,3,Apr,09_51_23
50.16,3,Apr,10_06_23
49.34,3,Apr,10_21_25
50.22,3,Apr,10_36_26
49.11,3,Apr,10_51_27
49.56,3,Apr,11_06_28
49.17,3,Apr,11_21_29
50.41,3,Apr,11_36_30
50.26,3,Apr,11_51_31
48.47,3,Apr,12_06_32
53.39,3,Apr,12_21_34
53.43,3,Apr,12_36_35
51.52,3,Apr,12_51_36
57.49,3,Apr,13_06_37
51.46,3,Apr,13_21_38
55.13,3,Apr,13_36_39
57.26,3,Apr,13_51_40
56.45,3,Apr,14_06_41
59.49,3,Apr,14_21_42
57.08,3,Apr,14_36_44
62.2,3,Apr,14_51_45
64.23,3,Apr,15_06_46
65.45,3,Apr,15_21_47
62.49,3,Apr,15_36_49
61.4,3,Apr,15_51_50
66.51,3,Apr,16_06_51
59.13,3,Apr,16_21_52
59.41,3,Apr,16_36_53
57.07,3,Apr,16_51_54
63.25,3,Apr,17_06_55
57.05,3,Apr,17_21_56
51.59,3,Apr,17_36_57
56.46,3,Apr,17_51_59
57.35,3,Apr,18_06_59
55.57,3,Apr,18_22_00
61.28,3,Apr,18_37_02
62.38,3,Apr,18_52_03
57.2,3,Apr,19_07_04
55.14,3,Apr,19_22_06
55.05,3,Apr,19_37_07
57.02,3,Apr,19_52_09
59.28,3,Apr,20_07_09
57.5,3,Apr,20_22_11
57.13,3,Apr,20_37_13
60.5,3,Apr,20_52_14
61.59,3,Apr,21_07_15
60.38,3,Apr,21_22_16
59.01,3,Apr,21_37_18
61.29,3,Apr,21_52_19
64.23,3,Apr,22_07_20
64.33,3,Apr,22_22_21
70.27,3,Apr,22_37_23
63.47,3,Apr,22_52_24
63.53,3,Apr,23_07_26
67.41,3,Apr,23_22_27
69.05,3,Apr,23_37_29
71.43,3,Apr,23_52_30
72.16,4,Apr,00_07_31
74.56,4,Apr,00_22_33
67.36,4,Apr,00_37_34
65.29,4,Apr,00_52_35
71.04,4,Apr,01_07_37
70.26,4,Apr,01_22_38
62.15,4,Apr,01_37_40
64.3,4,Apr,01_52_41
63.1,4,Apr,02_07_43
70.16,4,Apr,02_22_44
65.55,4,Apr,02_37_45
69.25,4,Apr,02_52_46
60.4,4,Apr,03_07_47
64.44,4,Apr,03_22_49
67.25,4,Apr,03_37_50
57.43,4,Apr,03_52_51
59.15,4,Apr,04_07_52
56.46,4,Apr,04_22_54
62.15,4,Apr,04_37_55
63.56,4,Apr,04_52_56
55.59,4,Apr,05_07_57
53.28,4,Apr,05_22_59
59.15,4,Apr,05_38_00
60.25,4,Apr,05_53_02
56.18,4,Apr,06_08_03
58.31,4,Apr,06_23_05
60.08,4,Apr,06_38_06
57.25,4,Apr,06_53_07
52.41,4,Apr,07_08_08
58.43,4,Apr,07_23_09
54.41,4,Apr,07_38_10
52.58,4,Apr,07_53_11
53.35,4,Apr,08_08_12
54.5,4,Apr,08_23_13
55.18,4,Apr,08_38_15
52.5,4,Apr,08_53_16
57.47,4,Apr,09_08_17
56.23,4,Apr,09_23_18
55.44,4,Apr,09_38_19
57.11,4,Apr,09_53_21
53.14,4,Apr,10_08_22
54.04,4,Apr,10_23_23
52.14,4,Apr,10_38_24
52.35,4,Apr,10_53_25
56.34,4,Apr,11_08_26
54.25,4,Apr,11_23_27
58.02,4,Apr,11_38_28
52.55,4,Apr,11_53_29
51.2,4,Apr,12_08_30
51.5,4,Apr,12_23_31
54.08,4,Apr,12_38_33
54.13,4,Apr,12_53_34
51.34,4,Apr,13_08_35
51.29,4,Apr,13_23_36
53.32,4,Apr,13_38_37
53.16,4,Apr,13_53_39
54.07,4,Apr,14_08_40
57.19,4,Apr,14_23_41
64.13,4,Apr,14_38_42
63.26,4,Apr,14_53_43
67.48,4,Apr,15_08_44
61.01,4,Apr,15_23_45
66.02,4,Apr,15_38_46
63.28,4,Apr,15_53_47
64.33,4,Apr,16_08_48
59.49,4,Apr,16_23_49
61.34,4,Apr,16_38_51
61.46,4,Apr,16_53_52
60.58,4,Apr,17_08_53
